	Yritys	Kotipaikka	Toimiala	
10.07.2025	LIGHTPOWER GMBH		46431 - Kodinkoneiden ja kodin sähkölaitteiden tukkukauppa	
10.07.2025	Hitachi Energy AG		26110 - Elektronisten komponenttien valmistus	
10.07.2025	SVTI SCHWEIZERISCHER VEREIN FUER TECHNISCHE INSPEKTIONEN		71122 - Maa- ja vesirakentamisen tekninen palvelu	
10.07.2025	Community Trail Design, LLC		46189 - Muualla luokittelematon erikoistunut agentuuritoiminta	
10.07.2025	Xamera Ab		78100 - Työnvälitystoiminta	
10.07.2025	Ludvika El-Installation Aktiebolag		43210 - Sähköasennus	
10.07.2025	Valhallan Toimihenkilöyhdistys Ry	Pietarsaari		
10.07.2025	Moilanen Taina Hannele	Kemijärvi	02100 - Metsänhoito	
10.07.2025	Oksanen Roope Matias	Ylöjärvi	43999 - Muu muualla luokittelematon erikoistunut rakennustoiminta	
10.07.2025	Mäkinen Olli Heikki	Siilinjärvi	02100 - Metsänhoito	
10.07.2025	Tabassum Syeda Fariha	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Agu Beluolisa Obiora	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Hossain Alamin	Lahti	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Jänkälä Ismo Johannes	Keminmaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Ali Noman Md Nahid	Kokkola	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Konttila Tanja Tuulikki	Tornio	02100 - Metsänhoito	
10.07.2025	De Silva Wijamuni Emod Shehan	Kirkkonummi	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Khalid Arslan	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Sakib Sadman	Kirkkonummi	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Herath Mudiyanselage Lathika Madhawa Bandara Herath	Rauma	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Laakso Joona Matias	Jyväskylä	42999 - Muu muualla luokittelematon maa- ja vesirakentaminen	
10.07.2025	Okpe Malachy Arinze	Espoo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Virta Verner Johannes	Turku	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Lehtonen Tuula Kristiina	Lempäälä	02100 - Metsänhoito	
10.07.2025	Shown Abu Sheam Khan	Kokkola	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Auvinen Aila Marjatta	Kouvola	02100 - Metsänhoito	
10.07.2025	Ampitigoda Vidanalage Isitha Chamika Bandara	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Kaur Komalpreet	Rauma	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Lepistö Paula Kaarina	Kouvola	02100 - Metsänhoito	
10.07.2025	Aras Mehmet Ufuk	Lahti	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Ala-Seppänen Riikka Suvi Maria	Kauhajoki	02100 - Metsänhoito	
10.07.2025	Mikander Katri Helena	Sotkamo	02100 - Metsänhoito	
10.07.2025	Sadinmaa Mirja Kyllikki	Kittilä	02100 - Metsänhoito	
10.07.2025	Majamaa Lasse Ilmari	Ylöjärvi	02100 - Metsänhoito	
10.07.2025	AZFIL S.A.		43999 - Muu muualla luokittelematon erikoistunut rakennustoiminta	
10.07.2025	Ruotsalainen Nea Helmi Henriikka	Jyväskylä	96022 - Kauneudenhoitopalvelut	
10.07.2025	Uusi-Einola Kari Herman	Lahti	02100 - Metsänhoito	
10.07.2025	Kaplas Petra Camilla	Lappeenranta	02100 - Metsänhoito	
10.07.2025	Pulkkinen Eeva Amalia	Kangasniemi	02400 - Metsätaloutta palveleva toiminta	
10.07.2025	Semirace Oy	Tampere	85530 - Kuljettajakoulutus	
10.07.2025	Löfman Tommy Casper Ilmari	Lohja	43999 - Muu muualla luokittelematon erikoistunut rakennustoiminta	
10.07.2025	Rissanen Esa Pekka	Iisalmi	02100 - Metsänhoito	
10.07.2025	PeeVee Bar Oy konkurssipesä	Kajaani	56101 - Ravintolat	
10.07.2025	MEDIME OY konkurssipesä	Turku	78200 - Työvoiman vuokraus	
10.07.2025	Geardom Oy	Helsinki	47199 - Pienoistavaratalot ja muut erikoistumattomat myymälät (alle 2500 m2)	
10.07.2025	Bitglue	Turku	62090 - Muu laitteisto- ja tietotekninen palvelutoiminta	
10.07.2025	KARCHO HEIGHT LTD		33129 - Muiden erikoiskoneiden korjaus ja huolto	
10.07.2025	AFX Clothing Oy	Turku	47719 - Vaatteiden yleisvähittäiskauppa	
10.07.2025	Työturvallisuuskonsultointi Villanen Oy	Pori	70220 - Muu liikkeenjohdon konsultointi	
10.07.2025	Team Tales	Tampere		
10.07.2025	Kivimäki Marko Mika Juhani	Lapua	02100 - Metsänhoito	
10.07.2025	Jesse Komppa	Riihimäki	59110 - Elokuvien, videoiden ja televisio-ohjelmien tuotanto	
10.07.2025	RED RISING SUN	Helsinki	96022 - Kauneudenhoitopalvelut	
10.07.2025	KSnails	Tampere	96022 - Kauneudenhoitopalvelut	
10.07.2025	JJ Fine Art	Helsinki		
10.07.2025	Kiinteistöapu Helmi	Oulu	81100 - Kiinteistönhoito	
10.07.2025	Natali-Hair	Turku	96021 - Parturit ja kampaamot	
10.07.2025	Tmi Car-Fix 1	Oulu		
10.07.2025	Ny Våg Ab	Raasepori	73120 - Mainostilan vuokraus ja myynti	
10.07.2025	Lempäälän Ase	Lempäälä		
10.07.2025	Kononova Daria	Kankaanpää	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Kiviniemi Group	Oulu	02400 - Metsätaloutta palveleva toiminta	
10.07.2025	Cosai Design	Jyväskylä	32130 - Jäljitelmäkorujen ja muiden vastaavien tuotteiden valmistus	
10.07.2025	Enesa Oy	Vantaa	56101 - Ravintolat	
10.07.2025	Tohun Toimet Oy	Tampere	70220 - Muu liikkeenjohdon konsultointi	
10.07.2025	Zep Travels Oy	Espoo	79110 - Matkatoimistojen toiminta	
10.07.2025	Vanhan Porvoon Lelukauppa Oy	Porvoo	47650 - Pelien ja leikkikalujen vähittäiskauppa	
10.07.2025	Tmi Iida Laivamaa	Turku	85599 - Muut koulutusta antavat yksiköt	
10.07.2025	HRJ Tekniikka Oy	Espoo	46140 - Koneiden ja laitteiden agentuuritoiminta	
10.07.2025	Elektrobean oy	Tampere	33190 - Muiden laitteiden korjaus ja huolto	
10.07.2025	Terapiapalvelut Sydämellä Oy	Kotka	86909 - Muu terveyspalvelu	
10.07.2025	JHA-Group Oy	Joensuu	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
10.07.2025	Myrsky Dev Oy	Helsinki	62010 - Ohjelmistojen suunnittelu ja valmistus	
10.07.2025	IVT Studio Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
10.07.2025	Finassa Oy	Tampere	69201 - Kirjanpito- ja tilinpäätöspalvelu	
10.07.2025	Onuma	Espoo	86909 - Muu terveyspalvelu	
10.07.2025	Wickstrand Beauty & Co	Äänekoski	96022 - Kauneudenhoitopalvelut	
10.07.2025	Kasi cleaning	Espoo	81210 - Kiinteistöjen siivous	
10.07.2025	Asennus Raunio	Helsinki	41200 - Asuin- ja muiden rakennusten rakentaminen	


Päivämäärä	Yritys	Kotipaikka	Toimiala	
10.07.2025	Zen K9	Nurmijärvi	75000 - Eläinlääkintäpalvelut	
10.07.2025	JA huolinta ja kuljetus konsultointi	Vantaa	52291 - Huolinta ja rahtaus	
10.07.2025	Nelli Määttönen	Helsinki	86909 - Muu terveyspalvelu	
10.07.2025	Jari Lappalainen KittyGoods	Kirkkonummi	63990 - Muualla luokittelematon tietopalvelutoiminta	
10.07.2025	Data Center Engineer	Ii	62020 - Atk-laitteisto- ja ohjelmistokonsultointi	
10.07.2025	Olgan KotiApu	Kotka	81210 - Kiinteistöjen siivous	
10.07.2025	Rönn Adrian Viktor Mikael	Mustasaari	03110 - Merikalastus	
10.07.2025	Malén Holding Oy	Helsinki	66300 - Omaisuudenhoitotoiminta	
10.07.2025	Jens Fagerström	Turku	73111 - Mainostoimistot	
10.07.2025	Okonkwo Chibunna Emmanuel	Tampere	49320 - Taksiliikenne	
10.07.2025	Geberich OÜ		47919 - Muu postimyynti ja verkkokauppa	
10.07.2025	Sitmek Oy	Rovaniemi	81100 - Kiinteistönhoito	
10.07.2025	MaHoita Oy	Vantaa	70220 - Muu liikkeenjohdon konsultointi	
10.07.2025	Box 220 Oy	Helsinki	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
10.07.2025	Namaste Kathmandu Oy	Vantaa	56101 - Ravintolat	
10.07.2025	Taksi-Varjonen	Turku	49320 - Taksiliikenne	
10.07.2025	BINAPE CONSTRUCT GRUP SRL		43292 - Hissien ja liukuportaiden asennus	
10.07.2025	Juuri.ai Oy	Hämeenlinna	73111 - Mainostoimistot	
10.07.2025	Siistime Tmi	Pori	81299 - Muualla luokittelemattomat siivouspalvelut	
10.07.2025	Pelenio Prince Arthurson	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Fresh Helsinki Oy konkurssipesä	Helsinki	10730 - Makaronin, nuudelien, kuskusin ja vastaavien jauhotuotteiden valmistus	
10.07.2025	Grab Ventures Oy	Pori	64200 - Rahoitusalan holdingyhtiöiden toiminta	
10.07.2025	Kultatori	Helsinki	46480 - Kellojen ja korujen tukkukauppa	
10.07.2025	Dirmilli Oy	Mynämäki	56101 - Ravintolat	
10.07.2025	Sound & Trade Oy	Tampere	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
10.07.2025	Joel Matikainen Music	Helsinki	90030 - Taiteellinen luominen	
10.07.2025	Arctic Arches Oy	Oulu	56102 - Kahvila-ravintolat	
10.07.2025	MShine Tech Oy	Oulu	33140 - Sähkölaitteiden korjaus ja huolto	
10.07.2025	DriArt Oy	Espoo	41200 - Asuin- ja muiden rakennusten rakentaminen	
10.07.2025	TA-Housing Oy	Espoo	68310 - Kiinteistönvälitys	
10.07.2025	Calyx Protocol Oy	Helsinki	62010 - Ohjelmistojen suunnittelu ja valmistus	
10.07.2025	Ompelimo YLLENI	Oulu	14130 - Muu takkien, pukujen, housujen, hameiden yms. valmistus	
10.07.2025	Proteins.1 Oy	Helsinki	72110 - Biotekninen tutkimus ja kehittäminen	
10.07.2025	Apon J M Shakib Ferdous	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
10.07.2025	Laukkanen Lauri Miikkael	Sotkamo	02100 - Metsänhoito	
10.07.2025	Premico Green GP Oy	Helsinki	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
10.07.2025	Tapio Haarlaa Oy	Helsinki	59110 - Elokuvien, videoiden ja televisio-ohjelmien tuotanto	
10.07.2025	Tylli Marja-Leena Elisabet	Kokkola	02100 - Metsänhoito	
10.07.2025	Dawit	Lahti	49410 - Tieliikenteen tavarankuljetus	
10.07.2025	Helminkäinen Oy	Kouvola	68202 - Asuntojen ja asuinkiinteistöjen hallinta	
10.07.2025	Vita Rakennus oy	Helsinki	41200 - Asuin- ja muiden rakennusten rakentaminen	
10.07.2025	Activate Games Finland Oy	Helsinki	64200 - Rahoitusalan holdingyhtiöiden toiminta	
10.07.2025	Hasko Bidco 15 Oy	Helsinki	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
10.07.2025	AccountOne Oy	Espoo	69201 - Kirjanpito- ja tilinpäätöspalvelu	
10.07.2025	Hillari Oy	Helsinki	93130 - Kuntokeskukset	
10.07.2025	Artkoski Tytti Maila Johanna konkurssipesä	Nokia	86909 - Muu terveyspalvelu	
10.07.2025	Melnu Oy	Parainen	47789 - Muiden uusien tavaroiden vähittäiskauppa	
10.07.2025	KudRich huolto	Helsinki	81100 - Kiinteistönhoito	
10.07.2025	Sähkötyö Hietanen Oy	Seinäjoki	43210 - Sähköasennus	
10.07.2025	Savonmuan Diiva Oy	Siilinjärvi	73111 - Mainostoimistot	
10.07.2025	Ydvehtiö Oy	Espoo	64200 - Rahoitusalan holdingyhtiöiden toiminta	
10.07.2025	Biljarditiimi Oy konkurssipesä	Lahti	93110 - Urheilulaitosten toiminta	
10.07.2025	Rakennustyö Karvonen Oy	Järvenpää	41200 - Asuin- ja muiden rakennusten rakentaminen	
10.07.2025	Birthworker Ellen	Helsinki	86909 - Muu terveyspalvelu	
09.07.2025	Installing Instalation S.R.L.		71122 - Maa- ja vesirakentamisen tekninen palvelu	
09.07.2025	ecentAir Verwaltungs GmbH		64200 - Rahoitusalan holdingyhtiöiden toiminta	
09.07.2025	Tofino GmbH		64200 - Rahoitusalan holdingyhtiöiden toiminta	
09.07.2025	Salt Catalyst PTY LTD		96090 - Muualla luokittelemattomat henkilökohtaiset palvelut	
09.07.2025	FEEDBACKFROG II AB		69201 - Kirjanpito- ja tilinpäätöspalvelu	
09.07.2025	IDEMIA Denmark A/S		46760 - Muiden välituotteiden tukkukauppa	
09.07.2025	TOPSIN CAPITAL AB		64200 - Rahoitusalan holdingyhtiöiden toiminta	
09.07.2025	MelkeinUus ry	Forssa		
09.07.2025	Napen kotimuseo ry	Rusko		
09.07.2025	Cuarenta Segundos ry	Espoo		
09.07.2025	Keto Nexus Oy	Espoo		
09.07.2025	Noman Md Abdulla Al	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
09.07.2025	Halminen Tommi Aleksi	Helsinki	81210 - Kiinteistöjen siivous	
09.07.2025	Asemota Jerry Nosa	Kokkola	49320 - Taksiliikenne	
09.07.2025	Levshukov Dmytro	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
09.07.2025	Singh Gursaran	Espoo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
09.07.2025	Singh Sachin	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
09.07.2025	Mäkelä Minja Linnea	Jyväskylä	96022 - Kauneudenhoitopalvelut	
09.07.2025	Björk Ole Bertel	Kokkola	02100 - Metsänhoito	
09.07.2025	Yadav Khem Narayan	Joensuu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
09.07.2025	Zahid Talha Muhammad	Lappeenranta	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
09.07.2025	Djurholms Fisk Ab	Brändö		
09.07.2025	Djurholms Placering Ab	Brändö		
09.07.2025	Härkönen Pertti Toivo Olavi	Liperi	02200 - Puunkorjuu	
09.07.2025	Juliasys Studio Oy	Kouvola	74101 - Graafinen muotoilu	
09.07.2025	Jylkkä Merja Liisa	Ylivieska	02100 - Metsänhoito	
09.07.2025	Jukkola Mauri Antero	Kokkola	02100 - Metsänhoito	
09.07.2025	Seikkailupuisto Leppävirta Oy	Leppävirta	93210 - Huvi- ja teemapuistojen toiminta	
09.07.2025	LapVolt Oy	Keminmaa	43210 - Sähköasennus	
09.07.2025	BCA ENGINEERING GROUP SPOLKA Z O.O.		71202 - Muu tekninen testaus ja analysointi	
09.07.2025	Ukin JuKi Oy	Uusikaupunki	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
09.07.2025	The Idea Group HKI Oy	Helsinki	73111 - Mainostoimistot	
09.07.2025	SaxumSec Oy	Vihti	62020 - Atk-laitteisto- ja ohjelmistokonsultointi	
09.07.2025	Hyperdrive Group Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
09.07.2025	Sirstan	Hämeenlinna	95240 - Huonekalujen ja kodin kalusteiden korjaus	
09.07.2025	LindaLinda	Lahti	96022 - Kauneudenhoitopalvelut	
09.07.2025	Härmän Terästyöt	Kauhava	25110 - Metallirakenteiden ja niiden osien valmistus	
09.07.2025	JN Korkala	Espoo	86220 - Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut	
09.07.2025	Condelper	Oulu		
09.07.2025	Monityö J. Hämäläinen	Mikkeli	45201 - Moottoriajoneuvojen huolto ja korjaus (pl. renkaat)	
09.07.2025	Energiatila Rauha	Porvoo		
09.07.2025	Matias Eskola Fysio ja Terveys	Vantaa	86901 - Fysioterapia	
09.07.2025	Hikiän Tapahtumatekniikka	Hausjärvi	74909 - Muu ammatillinen, tieteellinen ja tekninen toiminta	
09.07.2025	JuumanMetsä Tmi	Rovaniemi	02400 - Metsätaloutta palveleva toiminta	
09.07.2025	Laine Markus	Pori	02100 - Metsänhoito	
09.07.2025	Apteekki Helena Harju	Forssa	47730 - Apteekit	


Päivämäärä	Yritys	Kotipaikka	Toimiala	
09.07.2025	MittaTikki	Espoo	96090 - Muualla luokittelemattomat henkilökohtaiset palvelut	
09.07.2025	CramStop	Mikkeli	62010 - Ohjelmistojen suunnittelu ja valmistus	
09.07.2025	Datamint Oy	Siikalatva	62020 - Atk-laitteisto- ja ohjelmistokonsultointi	
09.07.2025	HORIZON ASUNNOT OY	Lempäälä	68201 - Asuntojen vuokraus	
09.07.2025	JH Rohrtechnik & Welding Oy	Nurmes	33200 - Teollisuuden koneiden ja laitteiden ym. asennus	
09.07.2025	Super Serious Films Oy	Helsinki	59110 - Elokuvien, videoiden ja televisio-ohjelmien tuotanto	
09.07.2025	The Ripple Event Oy	Helsinki	56102 - Kahvila-ravintolat	
09.07.2025	Vuolkkia Oy	Oulu	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
09.07.2025	Hoitava Solutions Oy	Imatra	62010 - Ohjelmistojen suunnittelu ja valmistus	
09.07.2025	PuhdasValinta	Helsinki		
09.07.2025	Silfver Ilkka Tapio	Kaarina	02100 - Metsänhoito	
09.07.2025	FavClean	Turku		
09.07.2025	Corteco AB		70100 - Pääkonttorien toiminta	
09.07.2025	MartyreDesign	Oulu	14190 - Muiden vaatteiden ja asusteiden valmistus	
09.07.2025	Nordplug Oy	Jyväskylä	62010 - Ohjelmistojen suunnittelu ja valmistus	
09.07.2025	Spirit Visions Oy	Pori	68201 - Asuntojen vuokraus	
09.07.2025	Patentoitu Aita Oy	Mikkeli	96090 - Muualla luokittelemattomat henkilökohtaiset palvelut	
09.07.2025	Uhlbäck-Malinen Satu Marjo Hannele	Oulu	02100 - Metsänhoito	
09.07.2025	Feel Good Factory Oy	Lahti	86909 - Muu terveyspalvelu	
09.07.2025	Dr McDrama et al Oy	Kajaani	86220 - Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut	
09.07.2025	Ethos Real Estate VIII Oy	Kuopio	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
09.07.2025	Ethos Real Estate IX Oy	Kuopio	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
09.07.2025	Ethos Real Estate VII Oy	Kuopio	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
09.07.2025	Halinen Touko Mikael	Jyväskylä	02100 - Metsänhoito	
09.07.2025	Harmony Clinic	Turku	96022 - Kauneudenhoitopalvelut	
09.07.2025	Oksa Niina Roosa Sofia	Siilinjärvi	86909 - Muu terveyspalvelu	
09.07.2025	Hanhijärvi-Saarijärvi osakaskunta	Mikkeli	03120 - Sisävesikalastus	
09.07.2025	Saimaan LP Oy	Lappeenranta	43220 - Lämpö-, vesijohto- ja ilmastointiasennus	
09.07.2025	Stable Madeleine	Kankaanpää	01430 - Hevosten ja muiden hevoseläinten kasvatus	
09.07.2025	Lampinen Markus Jani Aleksi	Joensuu	85510 - Urheilu- ja liikuntakoulutus	
09.07.2025	TS Vision Oy	Tuusula	70220 - Muu liikkeenjohdon konsultointi	
09.07.2025	PRO Roof OÜ		43910 - Kattorakenteiden asennus ja kattaminen	
09.07.2025	NapraWealth Oy	Helsinki	86909 - Muu terveyspalvelu	
09.07.2025	Aleksi Pekkala	Jyväskylä	49410 - Tieliikenteen tavarankuljetus	
09.07.2025	Tiukkapaikka.com	Oulu	47521 - Rauta- ja rakennustarvikkeiden yleisvähittäiskauppa	
09.07.2025	Fibraforce lasikuitutyöt ja kiinteistöhuolto	Sipoo	30120 - Huvi- ja urheiluveneiden rakentaminen	
09.07.2025	Jalasjärven Virkistys ry	Kurikka		
09.07.2025	Ring Street Ventures Oy	Kuopio	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
09.07.2025	Uoma Capital Oy	Oulu	70100 - Pääkonttorien toiminta	
09.07.2025	Kuijasvaaran Huoltopalvelut Oy	Ylitornio	45201 - Moottoriajoneuvojen huolto ja korjaus (pl. renkaat)	
09.07.2025	Jukka Rauman Oy	Oulu	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
09.07.2025	HifiPortti Oy	Oulu	47430 - Viihde-elektroniikan vähittäiskauppa	
09.07.2025	Avenues Project Oy	Hämeenlinna	71126 - Muu rakennustekninen palvelu	
09.07.2025	Prompted Oy	Turku	85599 - Muut koulutusta antavat yksiköt	
09.07.2025	NTIP Sales Oy	Siilinjärvi	66220 - Vakuutusasiamiesten ja -välittäjien toiminta	
09.07.2025	Botdot Oy	Helsinki	62010 - Ohjelmistojen suunnittelu ja valmistus	
09.07.2025	MinesBalance Oy	Helsinki	86909 - Muu terveyspalvelu	
09.07.2025	ApuEllu Oy	Pieksämäki	02400 - Metsätaloutta palveleva toiminta	
09.07.2025	Naifu Design	Helsinki	47799 - Muiden käytettyjen tavaroiden vähittäiskauppa	
09.07.2025	Polar Nook Oy	Rovaniemi	55101 - Hotellit	
09.07.2025	Suonsuu Events and trading Oy	Kaarina	74901 - Ohjelmatoimistot ja manageripalvelut	
09.07.2025	Club42 Oy	Järvenpää	56301 - Olut- ja drinkkibaarit	
09.07.2025	Laudre Nordic Oy	Helsinki	41200 - Asuin- ja muiden rakennusten rakentaminen	
09.07.2025	AK Rengas Oy	Raahe	45322 - Renkaiden vähittäiskauppa	
09.07.2025	Gold Circle	Helsinki	56290 - Henkilöstö- ja laitosruokalat	
09.07.2025	Sorasaundi	Oulu	90030 - Taiteellinen luominen	
09.07.2025	Kaisa Hakamäki	Somero	81299 - Muualla luokittelemattomat siivouspalvelut	
09.07.2025	Nordeka AB	Jomala	47912 - Vaatteiden postimyynti ja verkkokauppa	
09.07.2025	Ruhanen Jimi Valtteri	Nurmijärvi	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
09.07.2025	AfroMix ry	Lahti		
09.07.2025	Asianajotoimisto Simonen & Savolainen Oy	Joensuu	69101 - Asianajotoimistot	
09.07.2025	Busy Bee Taxi	Porvoo	49320 - Taksiliikenne	
09.07.2025	Pyhäjoen Energiavarasto Oy	Pyhäjoki	35140 - Sähkön kauppa	
09.07.2025	Tornion Energiavarasto Oy	Tornio	35140 - Sähkön kauppa	
09.07.2025	Lapinlahden Energiavarasto Oy	Lapinlahti	35140 - Sähkön kauppa	
09.07.2025	ShelveCo2 Oy	Äänekoski	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
09.07.2025	ET-Partners Oy	Raisio	81100 - Kiinteistönhoito	
09.07.2025	ShelveCo1 Oy	Äänekoski	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
09.07.2025	QR HoldCo Oy	Helsinki	64200 - Rahoitusalan holdingyhtiöiden toiminta	
09.07.2025	Micromedic OY	Helsinki	46461 - Lääketukkukauppa	
09.07.2025	SBA Industries Ab	Raasepori	70220 - Muu liikkeenjohdon konsultointi	
09.07.2025	Carprof Finland Oy	Helsinki	45112 - Henkilöautojen ja kevyiden moottoriajoneuvojen vähittäiskauppa	
09.07.2025	Rauhalan mummu	Kouvola	58110 - Kirjojen kustantaminen	
09.07.2025	Dahal Ambika	Turku	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
09.07.2025	Rothschild & Co Nordic AB, filial i Finland		66190 - Muu rahoitusta palveleva toiminta (pl. vakuutus- ja eläkevakuutustoiminta)	
09.07.2025	Hyväri Antti Samuel	Muhos	49410 - Tieliikenteen tavarankuljetus	
09.07.2025	Vuorenmaa Sebastian Pauli Alarik	Jyväskylä	73111 - Mainostoimistot	
09.07.2025	Datahanska Oy	Ii	62020 - Atk-laitteisto- ja ohjelmistokonsultointi	
09.07.2025	Body Sculpt Lab	Turku	96022 - Kauneudenhoitopalvelut	
09.07.2025	KR Wellness Tmi	Helsinki	96040 - Kylpylaitokset, saunat, solariumit yms. palvelut	
09.07.2025	Redeeming Qualities Oy	Espoo	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
09.07.2025	MFFS Manson Ry	Vantaa		
08.07.2025	Bostads Ab Vikgrund i Larsmo	Luoto		
08.07.2025	POLE STAR		71129 - Muu tekninen palvelu	
08.07.2025	SVENSK SPONT OCH HAMMARBANDSTJAENST AB		43999 - Muu muualla luokittelematon erikoistunut rakennustoiminta	
08.07.2025	COMPLEX WIND SERVICE S.R.L.		43210 - Sähköasennus	
08.07.2025	DREAMABLE SAS		47919 - Muu postimyynti ja verkkokauppa	
08.07.2025	rokrokrok ry	Helsinki		
08.07.2025	Adu-Asare Sandra	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
08.07.2025	Sharif Asif	Joensuu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
08.07.2025	Makwana Bhavesh Keshavbhai	Turku	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
08.07.2025	Raj Mamata	Espoo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
08.07.2025	Kuosmanen Tatu Olavi	Hämeenlinna	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
08.07.2025	Venho Ilari Tapio	Somero	01611 - Kasvinviljelyn tukipalvelut	
08.07.2025	Sunder Nithin Roshan	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
08.07.2025	No Soe No	Tornio	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
08.07.2025	Kande Pitahapathane Gedara Thiwanka Buddika Sirisena	Kirkkonummi	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
08.07.2025	Victoria Chamod Jayashan Vishwa	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
08.07.2025	Gunasekara Niluka Lakmali	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
08.07.2025	Kuljetusliike Järveläinen Oy konkurssipesä	Keitele	49410 - Tieliikenteen tavarankuljetus	


Päivämäärä	Yritys	Kotipaikka	Toimiala	
08.07.2025	Kalajoen Hiekkasärkkäin kappelin kannatusyhdistys ry	Kalajoki		
